texts,intents
what was the release year of the movie Unmistaken Child?,"movie_to_year
"
what was the release year of the movie Sweetie?,"movie_to_year
"
what was the release date of the movie Railroaded!?,"movie_to_year
"
what year was Dead of Night released?,"movie_to_year
"
what was the release date of the film Blood and Bones?,"movie_to_year
"
what was the release date of 2012?,"movie_to_year
"
when was the film The Nude Bomb released?,"movie_to_year
"
"The Last Flight of Noah's Ark, when was it released?","movie_to_year
"
what was the release year of the movie Tormented?,"movie_to_year
"
when was the film Attack Force released?,"movie_to_year
"
when was Dead Reckoning released?,"movie_to_year
"
"A Walk on the Moon, when was it released?","movie_to_year
"
what was the release date of the film The Blob?,"movie_to_year
"
what year was the movie Breaking Up released?,"movie_to_year
"
"Love's Kitchen, when was it released?","movie_to_year
"
what year was Ponterosa released?,"movie_to_year
"
what was the release year of The Thing About My Folks?,"movie_to_year
"
"what was the release date of Life, Above All?","movie_to_year
"
when was the movie Kenny released?,"movie_to_year
"
what was the release year of the movie The Corsican Brothers?,"movie_to_year
"
what was the release date of the film The Horse Soldiers?,"movie_to_year
"
when was the film Losing Isaiah released?,"movie_to_year
"
"the movie Armour of God, when was it released?","movie_to_year
"
when was the movie The Bag Man released?,"movie_to_year
"
what year was the film Paris released?,"movie_to_year
"
what was the release date of Numb?,"movie_to_year
"
what was the release year of the film I Sell the Dead?,"movie_to_year
"
what was the release date of Malibu High?,"movie_to_year
"
what year was the film Mal̬na released?,"movie_to_year
"
what was the release year of the movie La Belle Noiseuse?,"movie_to_year
"
what was the release year of Ned Kelly?,"movie_to_year
"
what was the release date of the movie Everything Must Go?,"movie_to_year
"
what was the release year of Parineeta?,"movie_to_year
"
what year was Lemmy released?,"movie_to_year
"
"the movie Splice, when was it released?","movie_to_year
"
what was the release year of Sophie's World?,"movie_to_year
"
what was the release date of the movie Death Race 2?,"movie_to_year
"
when was the film The Fourth State released?,"movie_to_year
"
when was Wooden Crosses released?,"movie_to_year
"
when was the movie Down in the Valley released?,"movie_to_year
"
"Janie Jones, when was it released?","movie_to_year
"
"Trishna, when was it released?","movie_to_year
"
"the movie Fiddler on the Roof, when was it released?","movie_to_year
"
what was the release year of the film Psycho Beach Party?,"movie_to_year
"
what year was The Young Girls of Rochefort released?,"movie_to_year
"
"the movie The Devil's Double, when was it released?","movie_to_year
"
what year was the film The Memory Keeper's Daughter released?,"movie_to_year
"
what was the release date of F/X?,"movie_to_year
"
what was the release year of the movie The Brides of Fu Manchu?,"movie_to_year
"
what was the release year of the movie The Summit?,"movie_to_year
"
"the movie The Last King of Scotland, when was it released?","movie_to_year
"
what was the release date of the movie The Law?,"movie_to_year
"
what was the release date of the film Split Second?,"movie_to_year
"
what was the release date of the film Afghan Luke?,"movie_to_year
"
what was the release date of the movie The Magic of Belle Isle?,"movie_to_year
"
when was the film College released?,"movie_to_year
"
when was the movie Enough released?,"movie_to_year
"
what year was Delta Farce released?,"movie_to_year
"
what year was the film It Happened at the World's Fair released?,"movie_to_year
"
what was the release date of the movie Tangled Ever After?,"movie_to_year
"
"Barfi!, when was it released?","movie_to_year
"
what was the release date of the film Mountaintop Motel Massacre?,"movie_to_year
"
"the movie Private Romeo, when was it released?","movie_to_year
"
what year was the film Francis released?,"movie_to_year
"
what was the release year of the film Easter Parade?,"movie_to_year
"
what was the release year of Sitcom?,"movie_to_year
"
when was the film Wassup Rockers released?,"movie_to_year
"
what year was Love Wrecked released?,"movie_to_year
"
what was the release date of the movie Bury My Heart at Wounded Knee?,"movie_to_year
"
what year was The Moon Is Blue released?,"movie_to_year
"
what was the release year of the movie Days of Glory?,"movie_to_year
"
"the movie Inside, when was it released?","movie_to_year
"
what year was The Crawling Hand released?,"movie_to_year
"
what was the release date of the movie Nightmare?,"movie_to_year
"
"the movie Hollywood or Bust, when was it released?","movie_to_year
"
what was the release year of Quadrophenia?,"movie_to_year
"
what was the release year of the movie Show Boat?,"movie_to_year
"
what was the release date of the film Pipe Dream?,"movie_to_year
"
what year was the film Man in the Chair released?,"movie_to_year
"
what was the release year of the film Aces and Eights?,"movie_to_year
"
when was The Long Dark Hall released?,"movie_to_year
"
"the movie The Sorcerer's Apprentice, when was it released?","movie_to_year
"
what was the release year of The Perfect Host?,"movie_to_year
"
when was the film Beautiful People released?,"movie_to_year
"
what was the release date of the movie The Sea of Grass?,"movie_to_year
"
what was the release date of Killer Klowns from Outer Space?,"movie_to_year
"
what year was Happy released?,"movie_to_year
"
"the movie Orgazmo, when was it released?","movie_to_year
"
what year was Andy Hardy Meets Debutante released?,"movie_to_year
"
what was the release date of Ernest Goes to Africa?,"movie_to_year
"
what was the release year of Heaven's Gate?,"movie_to_year
"
what year was Car Wash released?,"movie_to_year
"
what year was the movie The Exorcism of Emily Rose released?,"movie_to_year
"
when was The Seventh Seal released?,"movie_to_year
"
what was the release date of the film No One Lives?,"movie_to_year
"
what was the release date of Window to Paris?,"movie_to_year
"
when was the film Young Cassidy released?,"movie_to_year
"
what was the release year of the movie Prowl?,"movie_to_year
"
what was the release year of the film Three Kings?,"movie_to_year
"
"the movie Look Who's Talking Now, when was it released?","movie_to_year
"
when was the film Compliance released?,"movie_to_year
"
"We Don't Live Here Anymore, when was it released?","movie_to_year
"
what was the release date of the film Intimate Relations?,"movie_to_year
"
what was the release date of the movie Phantom Lady?,"movie_to_year
"
what year was the movie Hammett released?,"movie_to_year
"
what year was Earth to Echo released?,"movie_to_year
"
what was the release year of Miss March?,"movie_to_year
"
what was the release date of the film Ashes and Diamonds?,"movie_to_year
"
"Snow Dogs, when was it released?","movie_to_year
"
when was the movie Serendipity released?,"movie_to_year
"
"Five Graves to Cairo, when was it released?","movie_to_year
"
what was the release year of the movie Komodo?,"movie_to_year
"
what was the release year of the film Committed?,"movie_to_year
"
"Sleepless in Seattle, when was it released?","movie_to_year
"
what was the release date of Godzilla vs. Megaguirus?,"movie_to_year
"
"Thieves Like Us, when was it released?","movie_to_year
"
what year was the film Cut released?,"movie_to_year
"
what was the release year of the film The Letter?,"movie_to_year
"
what was the release date of the movie One Eight Seven?,"movie_to_year
"
what was the release year of The Cheerleaders?,"movie_to_year
"
when was the film No Time for Comedy released?,"movie_to_year
"
when was the film Think Like a Man released?,"movie_to_year
"
when was the film Planet Terror released?,"movie_to_year
"
when was the film Wild Tigers I Have Known released?,"movie_to_year
"
what year was The Pagemaster released?,"movie_to_year
"
when was Bloody Bloody Bible Camp released?,"movie_to_year
"
when was Clueless released?,"movie_to_year
"
when was the film Sssssss released?,"movie_to_year
"
"Radio On, when was it released?","movie_to_year
"
what year was the movie Things Change released?,"movie_to_year
"
what was the release year of the film Pontypool?,"movie_to_year
"
what was the release date of First Love?,"movie_to_year
"
when was Walk the Line released?,"movie_to_year
"
when was the film The Brother from Another Planet released?,"movie_to_year
"
what was the release date of Elevator to the Gallows?,"movie_to_year
"
what was the release date of the film The Lost Patrol?,"movie_to_year
"
what was the release year of the movie Breathing Room?,"movie_to_year
"
what was the release year of the movie Block-Heads?,"movie_to_year
"
what was the release date of the movie Jubal?,"movie_to_year
"
what was the release date of the movie We Bought a Zoo?,"movie_to_year
"
"Tarzan, the Ape Man, when was it released?","movie_to_year
"
what was the release date of the movie Sholay?,"movie_to_year
"
what was the release year of Sometimes They Come Back... for More?,"movie_to_year
"
what was the release date of the film The Color of Paradise?,"movie_to_year
"
what was the release date of Killers?,"movie_to_year
"
"Shriek If You Know What I Did Last Friday the Thirteenth, when was it released?","movie_to_year
"
what was the release year of the movie Three Sailors and a Girl?,"movie_to_year
"
when was the movie The Disorderly Orderly released?,"movie_to_year
"
"what was the release date of the film Oh, God!?","movie_to_year
"
what year was the movie Grace Is Gone released?,"movie_to_year
"
what was the release date of the film The Twelve Tasks of Asterix?,"movie_to_year
"
